id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BoNT_01	BoNT_02	BoNT_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BoNT_01.norm	BoNT_02.norm	BoNT_03.norm	log2FC	p.mod	p.adj.BH	Candidate
1904	Q66X93	Snd1	Staphylococcal nuclease domain-containing protein 1	sp|Q66X93|SND1_RAT;tr|D4A8Y5|D4A8Y5_RAT	sp|Q66X93|SND1_RAT;tr|D4A8Y5|D4A8Y5_RAT	sp|Q66X93|SND1_RAT Staphylococcal nuclease domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Snd1 PE=1 SV=1;tr|D4A8Y5|D4A8Y5_RAT Staphylococcal nuclease domain-containing protein OS=Rattus norvegicus OX=10116 GN=Snd1 PE=1 SV=2	2	16	16	16	21.6	101.95	909	0	53.932	539360000	18	15.4868664387959	15.5326603105973	15.5388557939384	15.5654591369046	15.8217739819706	15.233919208587	-0.0398434529867845	0.100092701138211	-0.00794561010045197	0.00633479254762848	0.124554139188752	-0.0146263966172519	-0.0213196323560513	0.742216135132909	0.999354675409622	FALSE
1908	Q68FQ0	Cct5	T-complex protein 1 subunit epsilon	sp|Q68FQ0|TCPE_RAT	sp|Q68FQ0|TCPE_RAT	sp|Q68FQ0|TCPE_RAT T-complex protein 1 subunit epsilon OS=Rattus norvegicus OX=10116 GN=Cct5 PE=1 SV=1	1	25	25	25	50.8	59.536	541	0	323.31	2974600000	38	17.8440804806897	17.8645972618982	18.0306348097232	17.9903145188412	18.1764556284477	17.5237457115553	-0.113563212724583	0.00109585080753988	0.0528996040526975	0.000256372852569298	0.0483019840342865	-0.155733695280553	0.0158691935097841	0.837260931204137	0.999354675409622	FALSE
1909	Q68FQ2	Jam3	Junctional adhesion molecule C	sp|Q68FQ2|JAM3_RAT	sp|Q68FQ2|JAM3_RAT	sp|Q68FQ2|JAM3_RAT Junctional adhesion molecule C OS=Rattus norvegicus OX=10116 GN=Jam3 PE=1 SV=1	1	2	2	2	5.8	34.782	310	0	3.1257	121200000	2	14.4390516805917	14.1776531160746	14.3727290530382	14.4087941097925	14.5840816807165	14.2455527062557	0.0440950747651415	-0.123161207428381	-0.042319065044625	-0.0185769486084013	0.0186151238907303	0.128760387007545	-0.0833945866659129	0.246335850317547	0.999354675409622	FALSE
1910	Q68FR2	Bin2	Bridging integrator 2	sp|Q68FR2|BIN2_RAT	sp|Q68FR2|BIN2_RAT	sp|Q68FR2|BIN2_RAT Bridging integrator 2 OS=Rattus norvegicus OX=10116 GN=Bin2 PE=1 SV=1	1	5	3	3	7.1	55.118	507	0	9.7707	42529000	4	12.9827797206473	12.946431144668	12.6569610814742	12.9475456252494	12.9513393614714	12.5223117975867	0.125200354789407	0.182994061133787	-0.220709796639874	0.057551806817248	-0.0767499553855847	-0.0571032816927055	0.0545953498481207	0.647207047809783	0.999354675409622	FALSE
1911	Q68FR6	Eef1g	Elongation factor 1-gamma	sp|Q68FR6|EF1G_RAT	sp|Q68FR6|EF1G_RAT	sp|Q68FR6|EF1G_RAT Elongation factor 1-gamma OS=Rattus norvegicus OX=10116 GN=Eef1g PE=2 SV=3	1	14	14	14	31.1	50.06	437	0	73.152	2047700000	22	17.1801034054629	16.9858197059543	17.0752493228324	17.1382117933076	17.3061685201175	16.6034524879042	0.0878998527872893	-0.0122415643975908	-0.0370457420993572	0.0135937880577	0.0434550164427875	-0.210586778192922	0.0640501733275918	0.458719839898951	0.999354675409622	FALSE
1912	Q68FR9	Eef1d	Elongation factor 1-delta	sp|Q68FR9|EF1D_RAT	sp|Q68FR9|EF1D_RAT	sp|Q68FR9|EF1D_RAT Elongation factor 1-delta OS=Rattus norvegicus OX=10116 GN=Eef1d PE=1 SV=2	1	6	6	6	29.5	31.33	281	0	323.31	364100000	8	15.5396132175627	15.3328757311527	15.3687110652437	15.4791486941548	15.4861751015816	15.420618191561	0.103413201864331	-0.00918200222202031	-0.0875804627108236	0.0105342258821295	-0.120534865115839	0.262582462441073	-0.0486436954252925	0.667508262158705	0.999354675409622	FALSE
1914	Q68FS2	Cops4	COP9 signalosome complex subunit 4	sp|Q68FS2|CSN4_RAT	sp|Q68FS2|CSN4_RAT	sp|Q68FS2|CSN4_RAT COP9 signalosome complex subunit 4 OS=Rattus norvegicus OX=10116 GN=Cops4 PE=1 SV=1	1	13	13	13	44.6	46.289	406	0	176.3	699990000	20	16.2322522731039	16.1662807912123	16.3399891450018	16.3116241595683	16.4465987155621	16.2703865871888	-0.045377875033458	-0.0172070746013832	0.0422674846082652	0.00157955885668915	-0.00154138357436018	0.27092072562994	-0.0970921219796149	0.294275914020466	0.999354675409622	FALSE
1915	A0A0G2JXK7	Fbxo7	F-box only protein 7	tr|A0A0G2JXK7|A0A0G2JXK7_RAT;sp|Q68FS3|FBX7_RAT	tr|A0A0G2JXK7|A0A0G2JXK7_RAT;sp|Q68FS3|FBX7_RAT	tr|A0A0G2JXK7|A0A0G2JXK7_RAT F-box only protein 7 OS=Rattus norvegicus OX=10116 GN=Fbxo7 PE=1 SV=1;sp|Q68FS3|FBX7_RAT F-box only protein 7 OS=Rattus norvegicus OX=10116 GN=Fbxo7 PE=2 SV=1	2	4	4	4	11.9	47.144	427	0	9.8095	119050000	5	15.0989367744618	14.8393022219005	15.3421094011866	15.2529610363937	15.2334698875221	14.8132801684508	0.00369304655607705	-0.161799223681621	0.226774161024662	0.12530285591364	-0.032283791382795	-0.0037992728764879	-0.00685060258507977	0.950427083485455	0.999354675409622	FALSE
1916	Q68FS4	Lap3	Cytosol aminopeptidase	sp|Q68FS4|AMPL_RAT	sp|Q68FS4|AMPL_RAT	sp|Q68FS4|AMPL_RAT Cytosol aminopeptidase OS=Rattus norvegicus OX=10116 GN=Lap3 PE=1 SV=1	1	21	21	21	49.3	56.149	519	0	323.31	2213900000	31	16.9905915180627	17.02550728496	17.182724105622	17.1605411390843	17.3531985266589	16.6438561897747	-0.132620497004135	-0.00356244778312437	0.0394205782989959	0.00491467144323354	0.0594765605929367	-0.201191538713618	0.0133459800630612	0.880657989004982	0.999354675409622	FALSE
1917	Q68FT1	Coq9	Ubiquinone biosynthesis protein COQ9, mitochondrial	sp|Q68FT1|COQ9_RAT	sp|Q68FT1|COQ9_RAT	sp|Q68FT1|COQ9_RAT Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Rattus norvegicus OX=10116 GN=Coq9 PE=1 SV=2	1	7	7	7	24	35.145	312	0	51.927	793570000	12	16.9745490295255	16.8076316401719	17.0133444846878	17.0468682133497	17.1424062578237	16.7153185523314	-0.00952001785234324	-0.0822951248822845	0.00918392505370408	0.0303847133975452	-0.0121727405533388	0.00941379153193239	-0.0367523273523541	0.448570542897275	0.999354675409622	FALSE
1918	Q68FT3	Pyroxd2	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2	sp|Q68FT3|PYRD2_RAT	sp|Q68FT3|PYRD2_RAT	sp|Q68FT3|PYRD2_RAT Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Pyroxd2 PE=2 SV=1	1	13	13	13	27.2	62.878	581	0	89.316	459320000	14	16.5260253949496	16.3328932089379	16.567822420351	16.5866785544986	16.6644195059564	16.3042086994456	-0.0119355410715029	-0.110925444759532	0.00976997207372593	0.0163031659032598	-0.0440513810637558	0.0444120500030452	-0.0432516161999528	0.443872468302325	0.999354675409622	FALSE
1919	Q68FU3	Etfb	Electron transfer flavoprotein subunit beta	sp|Q68FU3|ETFB_RAT	sp|Q68FU3|ETFB_RAT	sp|Q68FU3|ETFB_RAT Electron transfer flavoprotein subunit beta OS=Rattus norvegicus OX=10116 GN=Etfb PE=1 SV=3	1	12	12	12	42.7	27.687	255	0	183.47	2800700000	28	17.9381323047417	17.8175957790571	18.0153606018181	17.9765641234153	18.0887675387429	17.5733365344234	0.00967907041765337	-0.0167151729432342	0.0668158552378518	0.0156964365170151	-0.0101956465802778	-0.0769524133222079	0.0437437920325805	0.40059684506608	0.999354675409622	FALSE
1920	Q68FU4	Sugct	Succinate--hydroxymethylglutarate CoA-transferase	sp|Q68FU4|SUCHY_RAT	sp|Q68FU4|SUCHY_RAT	sp|Q68FU4|SUCHY_RAT Succinate--hydroxymethylglutarate CoA-transferase OS=Rattus norvegicus OX=10116 GN=Sugct PE=2 SV=1	1	3	3	2	8.9	47.548	436	0.0060423	1.6195	4521200	3	10.7874944996968	10.8316239368207	10.9871929416008	11.1879705919842	10.5549724961529	10.4699470095773	-0.0687371236162367	0.0695345958313925	0.110869806031596	0.299324516096894	-0.471769078159189	-0.108120327157208	0.130744055822085	0.513061211588543	0.999354675409622	FALSE
1921	Q68FU7	Coq6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	sp|Q68FU7|COQ6_RAT	sp|Q68FU7|COQ6_RAT	sp|Q68FU7|COQ6_RAT Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Rattus norvegicus OX=10116 GN=Coq6 PE=2 SV=1	1	12	12	12	31.9	51.495	476	0	140.61	744610000	16	16.600043557264	16.3926360632503	16.6908437348542	16.6438561897747	16.7722372404253	16.4384507572804	-0.00659644518425417	-0.1198616568743	0.064112220149717	0.00480173475212908	-0.00491271302212448	0.109975041410553	-0.057403315016465	0.408847910730876	0.999354675409622	FALSE
1922	R9PXT5	Tmem178a	Transmembrane protein 178A	tr|R9PXT5|R9PXT5_RAT;sp|Q68FV0|T178A_RAT	tr|R9PXT5|R9PXT5_RAT;sp|Q68FV0|T178A_RAT	tr|R9PXT5|R9PXT5_RAT Transmembrane protein 178A OS=Rattus norvegicus OX=10116 GN=Tmem178a PE=4 SV=2;sp|Q68FV0|T178A_RAT Transmembrane protein 178A OS=Rattus norvegicus OX=10116 GN=Tmem178a PE=2 SV=1	2	3	3	3	8.5	32.906	295	0.00024771	2.3052	41252000	3	13.6783800651091	13.6476832678862	13.7676672112401	13.6646694940272	13.8057438721516	13.4050084652067	-0.00244945649821859	0.0609960286025062	0.0667461773765839	-0.0485744801544659	-0.0455956004548522	0.00234323017780774	0.0723731999707939	0.151516311809342	0.999354675409622	FALSE
1923	Q68FW4	Stx18	Syntaxin-18	sp|Q68FW4|STX18_RAT	sp|Q68FW4|STX18_RAT	sp|Q68FW4|STX18_RAT Syntaxin-18 OS=Rattus norvegicus OX=10116 GN=Stx18 PE=2 SV=1	1	2	2	2	6	38.512	334	0	4.959	28035000	3	9.59286810940954	10.1946337523239	9.84677535859181	9.17918756209747	10.1203674937152	9.76327877242261	-0.295568926757937	0.400338998480048	-0.0617531898318665	-0.741663926644309	0.0614205065485436	0.153006022833584	0.190084759717475	0.52808099232283	0.999354675409622	FALSE
1924	Q68FW7	Tars2	Threonine--tRNA ligase, mitochondrial	sp|Q68FW7|SYTM_RAT	sp|Q68FW7|SYTM_RAT	sp|Q68FW7|SYTM_RAT Threonine--tRNA ligase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Tars2 PE=2 SV=1	1	16	15	15	25.2	81.671	723	0	75.722	548150000	17	17.0820242641315	16.9800279787189	17.1389117181427	17.1783536235129	17.3234242558081	16.8762771169508	-0.0511608330575221	-0.0590148361464351	-0.0143648913024338	0.0127540737496104	0.019729207619991	0.0212563063402776	-0.05942671607209	0.185212771534581	0.999354675409622	FALSE
1925	Q68FW9	Cops3	COP9 signalosome complex subunit 3	sp|Q68FW9|CSN3_RAT	sp|Q68FW9|CSN3_RAT	sp|Q68FW9|CSN3_RAT COP9 signalosome complex subunit 3 OS=Rattus norvegicus OX=10116 GN=Cops3 PE=1 SV=1	1	9	9	9	28.8	47.859	423	0	231.29	475260000	10	16.7023891599763	16.5681342629092	16.6877037302136	16.7408348261453	16.8328158605814	16.384260988669	0.0372637545648387	-0.00284886017868985	0.00248681254593447	0.0432949681594575	-0.00281949582925733	-0.00270013016404197	-0.000291211744691653	0.994613896433578	0.999354675409622	FALSE
1926	Q68FX0	Idh3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	sp|Q68FX0|IDH3B_RAT	sp|Q68FX0|IDH3B_RAT	sp|Q68FX0|IDH3B_RAT Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Idh3B PE=2 SV=1	1	21	21	21	51.2	42.353	385	0	323.31	20646000000	98	19.6591318446019	19.6025176469648	19.6941640147703	19.7380328675929	19.8739967449626	19.3650835743596	-0.0257436887521185	0.0117843959344408	-0.0108030308399834	0.0207428816645866	0.0186112606094522	-0.0416276724159557	-0.00749626450524808	0.865757701347239	0.999354675409622	FALSE
1927	Q68FX1	Mpi	Mannose-6-phosphate isomerase	sp|Q68FX1|MPI_RAT	sp|Q68FX1|MPI_RAT	sp|Q68FX1|MPI_RAT Mannose-6-phosphate isomerase OS=Rattus norvegicus OX=10116 GN=Mpi PE=2 SV=1	1	2	2	2	10.2	46.423	423	0	21.255	32827000	5	13.297489501161	13.2108235187808	13.498724573035	13.4830599778717	13.5966556676747	13.0139681472539	-0.066751078764222	-0.0592747788207158	0.114392480853559	0.0864049453721601	0.0619051367503256	-0.0721081460928377	-0.0292784375870091	0.701197650819254	0.999354675409622	FALSE
1928	Q68FX9	Sirt5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	sp|Q68FX9|SIR5_RAT	sp|Q68FX9|SIR5_RAT	sp|Q68FX9|SIR5_RAT NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Rattus norvegicus OX=10116 GN=Sirt5 PE=2 SV=1	1	7	7	7	27.7	34.098	310	0	82.574	768100000	10	15.2221156501356	15.0423006250397	15.183596615501	15.2818213861902	15.3853905902569	15.1057039377158	0.00335921735761435	-0.0823135254146591	-0.0552513295332608	0.0306505008379197	-0.00387579352023881	0.165111791516232	-0.108697378808073	0.118520779494842	0.999354675409622	FALSE
1929	Q68FY0	Uqcrc1	Cytochrome b-c1 complex subunit 1, mitochondrial	sp|Q68FY0|QCR1_RAT	sp|Q68FY0|QCR1_RAT	sp|Q68FY0|QCR1_RAT Cytochrome b-c1 complex subunit 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Uqcrc1 PE=1 SV=1	1	22	22	21	55	52.848	480	0	323.31	38631000000	70	18.8415643477306	18.8227388600853	18.9394816509674	18.9613818629841	19.0615505057416	18.609532268251	-0.061081321880301	0.014235472798056	0.0167444691003641	0.0263217407989186	-0.0116051148684462	-0.0149491147814616	-0.00995629704363057	0.830906020673014	0.999354675409622	FALSE
1931	A0A140TAC8	Mib2	E3 ubiquitin-protein ligase MIB2	tr|A0A140TAC8|A0A140TAC8_RAT;sp|Q68LP1|MIB2_RAT	tr|A0A140TAC8|A0A140TAC8_RAT;sp|Q68LP1|MIB2_RAT	tr|A0A140TAC8|A0A140TAC8_RAT E3 ubiquitin-protein ligase MIB2 OS=Rattus norvegicus OX=10116 GN=Mib2 PE=1 SV=1;sp|Q68LP1|MIB2_RAT E3 ubiquitin-protein ligase MIB2 OS=Rattus norvegicus OX=10116 GN=Mib2 PE=1 SV=2	2	2	2	2	2.8	103.86	953	0	24.435	19152000	2	11.12741403202	11.2308010336283	11.0715294007314	11.2282174422934	11.3075423697408	10.9358280359243	-0.0389845845692035	0.158544699362711	-0.114960728113996	0.0294043731298916	-0.0293661978475627	0.0475937059135466	-0.0143441648387879	0.860349557407728	0.999354675409622	FALSE
1932	A0A0G2JSL2	Trappc4	RCG58353, isoform CRA_e	tr|A0A0G2JSL2|A0A0G2JSL2_RAT;sp|Q69BT7|TPPC4_RAT;tr|A0A0G2JX69|A0A0G2JX69_RAT	tr|A0A0G2JSL2|A0A0G2JSL2_RAT;sp|Q69BT7|TPPC4_RAT;tr|A0A0G2JX69|A0A0G2JX69_RAT	tr|A0A0G2JSL2|A0A0G2JSL2_RAT RCG58353, isoform CRA_e OS=Rattus norvegicus OX=10116 GN=Trappc4 PE=1 SV=1;sp|Q69BT7|TPPC4_RAT Trafficking protein particle complex subunit 4 OS=Rattus norvegicus OX=10116 GN=Trappc4 PE=2 SV=1;tr|A0A0G2JX69|A0A0G2JX69_RAT RCG58	3	5	5	5	25.6	24.375	219	0	9.5408	64385000	6	15.4190713830015	15.3642372709792	15.5647746970461	15.4790855219581	15.6057688614454	15.0064137457106	-0.0218745192723994	0.0174336510289908	0.103737282515975	0.00572516710992566	-0.00568699182759669	-0.156367869984805	0.0852087029916807	0.23138092928332	0.999354675409622	FALSE
1933	A0A0G2K2P6	Hbs1l	HBS1-like protein	tr|A0A0G2K2P6|A0A0G2K2P6_RAT;sp|Q6AXM7|HBS1L_RAT	tr|A0A0G2K2P6|A0A0G2K2P6_RAT;sp|Q6AXM7|HBS1L_RAT	tr|A0A0G2K2P6|A0A0G2K2P6_RAT HBS1-like protein OS=Rattus norvegicus OX=10116 GN=Hbs1l PE=1 SV=1;sp|Q6AXM7|HBS1L_RAT HBS1-like protein OS=Rattus norvegicus OX=10116 GN=Hbs1l PE=1 SV=1	2	3	3	3	5.9	74.799	679	0	8.7404	48763000	3	9.39266088071179	10.1146533281931	10.3916732186864	10.2460279805281	10.4389997187325	9.84112400302993	-0.817867576693416	-0.00173284688848024	0.161053249024982	0.00308507054858942	0.0579613103281408	-0.0912401677968277	-0.209451129212273	0.432040796357287	0.999354675409622	FALSE
1934	Q6AXM8	Pon2	Serum paraoxonase/arylesterase 2	sp|Q6AXM8|PON2_RAT	sp|Q6AXM8|PON2_RAT	sp|Q6AXM8|PON2_RAT Serum paraoxonase/arylesterase 2 OS=Rattus norvegicus OX=10116 GN=Pon2 PE=2 SV=1	1	5	5	5	22	39.617	354	0	67.895	134650000	8	13.9476369379518	14.047294352783	13.9033170059087	13.9339672187489	14.2244539533306	13.9355334129507	-0.0534118202711155	0.140387876883702	-0.117823264570429	-0.0994959920483507	0.052895244108491	0.212648941306256	-0.0656318004414129	0.54718050319978	0.999354675409622	FALSE
1937	Q6AXQ5	Pde12	2,5-phosphodiesterase 12	sp|Q6AXQ5|PDE12_RAT;tr|Q6TUH0|Q6TUH0_RAT	sp|Q6AXQ5|PDE12_RAT;tr|Q6TUH0|Q6TUH0_RAT	sp|Q6AXQ5|PDE12_RAT 2,5-phosphodiesterase 12 OS=Rattus norvegicus OX=10116 GN=Pde12 PE=2 SV=1;tr|Q6TUH0|Q6TUH0_RAT 2,5-phosphodiesterase 12 OS=Rattus norvegicus OX=10116 GN=Pde12 PE=1 SV=1	2	6	6	6	14.1	67.176	608	0	65.031	62600000	7	13.233424947718	13.1220028996393	13.2424149405235	13.311748315005	13.344850683943	12.8963513268583	0.0146813251500781	-0.00259844060495201	0.00357980569940936	0.0605902398627519	-0.0444028896240445	-0.0442280091311929	0.0145677830456736	0.769860234362426	0.999354675409622	FALSE
1938	Q6AXR4	Hexb	Beta-hexosaminidase subunit beta	sp|Q6AXR4|HEXB_RAT;tr|F1LR87|F1LR87_RAT	sp|Q6AXR4|HEXB_RAT;tr|F1LR87|F1LR87_RAT	sp|Q6AXR4|HEXB_RAT Beta-hexosaminidase subunit beta OS=Rattus norvegicus OX=10116 GN=Hexb PE=2 SV=1;tr|F1LR87|F1LR87_RAT Beta-hexosaminidase OS=Rattus norvegicus OX=10116 GN=Hexb PE=1 SV=3	2	6	6	6	14.7	61.527	537	0	18.672	171970000	6	14.1254134704833	14.0794014464475	14.1082794130339	14.0997587292703	14.2702223137419	13.9121408562957	0.0125922657889622	0.0607225240768313	-0.0246333039166475	-0.0454769279983265	-0.0131088419515867	0.077483938179821	0.00992777257307941	0.855516533574273	0.999354675409622	FALSE
1939	Q6AXS4	Atp6ap2	Renin receptor	sp|Q6AXS4|RENR_RAT	sp|Q6AXS4|RENR_RAT	sp|Q6AXS4|RENR_RAT Renin receptor OS=Rattus norvegicus OX=10116 GN=Atp6ap2 PE=2 SV=1	1	2	2	2	7.7	39.081	350	0	26.131	223110000	2	13.9952371704491	13.8118763783364	14.0423433797937	14.02427396254	14.1566361508751	13.9913446869865	0.00079147502561816	-0.0884270347634049	0.027806172114053	-0.00258618545774325	-0.00831949554751832	0.275063278141532	-0.107995661586668	0.269526847567245	0.999354675409622	FALSE
1940	Q6AXS5	Serbp1	Plasminogen activator inhibitor 1 RNA-binding protein	sp|Q6AXS5|PAIRB_RAT	sp|Q6AXS5|PAIRB_RAT	sp|Q6AXS5|PAIRB_RAT Plasminogen activator inhibitor 1 RNA-binding protein OS=Rattus norvegicus OX=10116 GN=Serbp1 PE=1 SV=2	1	6	6	6	20.6	44.754	407	0	74.638	126690000	7	14.6270778405174	14.7061182432424	14.2890822892342	14.3979419719726	14.4030786161592	14.1389117181427	0.236000341019902	0.409183026068522	-0.12208672251952	-0.0255499800991605	-0.158508834337396	0.0259985052237031	0.227052317927253	0.151689687089721	0.999354675409622	FALSE
1941	Q6AXT0	Mrpl37	39S ribosomal protein L37, mitochondrial	sp|Q6AXT0|RM37_RAT;tr|A0A0G2KA48|A0A0G2KA48_RAT	sp|Q6AXT0|RM37_RAT;tr|A0A0G2KA48|A0A0G2KA48_RAT	sp|Q6AXT0|RM37_RAT 39S ribosomal protein L37, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mrpl37 PE=2 SV=1;tr|A0A0G2KA48|A0A0G2KA48_RAT 39S ribosomal protein L37, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mrpl37 PE=1 SV=1	2	11	11	11	30.5	48.365	423	0	33.986	367580000	12	15.3666637209443	15.0884570034862	15.2265250870861	15.3965713355271	15.407699286492	15.1378316918601	0.0660096993626146	-0.11805473577179	-0.0942204467517166	0.063502861371133	-0.0634646860888041	0.115341956856887	-0.0872152051000362	0.281103768759136	0.999354675409622	FALSE
1942	Q6AXT5	Rab21	Ras-related protein Rab-21	sp|Q6AXT5|RAB21_RAT	sp|Q6AXT5|RAB21_RAT	sp|Q6AXT5|RAB21_RAT Ras-related protein Rab-21 OS=Rattus norvegicus OX=10116 GN=Rab21 PE=2 SV=1	1	6	6	6	27.4	24.163	223	0	117.04	568250000	10	15.0598091717451	15.1130502747687	14.9500090418862	15.147960106605	15.2648090920464	14.7652342917377	-0.0175032727323766	0.129880112614822	-0.147394914847554	0.0382332095531299	0.0169866965697522	-0.0339138661613258	-0.018774704975555	0.815058240891995	0.999354675409622	FALSE
1943	Q6AXV4	Samm50	Sorting and assembly machinery component 50 homolog	sp|Q6AXV4|SAM50_RAT	sp|Q6AXV4|SAM50_RAT	sp|Q6AXV4|SAM50_RAT Sorting and assembly machinery component 50 homolog OS=Rattus norvegicus OX=10116 GN=Samm50 PE=1 SV=1	1	13	13	13	30.9	51.96	469	0	201.35	2095100000	32	17.0670771722092	16.9994275281725	17.0704354512631	17.1468868354159	17.2999234635003	16.6454051280378	-0.012847583035886	0.0136450552510417	-0.0295808162381345	0.0345476275965102	0.0494887572561219	-0.156355340628829	0.0145118705844059	0.834054445553007	0.999354675409622	FALSE
1944	Q6AXW1	Glrx2	Glutaredoxin-2, mitochondrial	sp|Q6AXW1|GLRX2_RAT	sp|Q6AXW1|GLRX2_RAT	sp|Q6AXW1|GLRX2_RAT Glutaredoxin-2, mitochondrial OS=Rattus norvegicus OX=10116 GN=Glrx2 PE=2 SV=2	1	4	4	4	29.3	17.275	157	0	15.796	235940000	5	14.2003622444467	13.9992953870234	14.2185632361903	14.1334633465234	14.2804808103184	13.895291259338	0.0595123715258528	-0.047412203573749	0.0576218510132695	-0.039800978971669	-0.0308790136015622	0.0326056729956054	0.0359321128476664	0.50726510955816	0.999354675409622	FALSE
1945	Q6AXX6	Prxl2a	Peroxiredoxin-like 2A	sp|Q6AXX6|PXL2A_RAT	sp|Q6AXX6|PXL2A_RAT	sp|Q6AXX6|PXL2A_RAT Peroxiredoxin-like 2A OS=Rattus norvegicus OX=10116 GN=Prxl2a PE=1 SV=1	1	7	7	7	32.8	25.763	229	0	37.16	845580000	14	15.9842404252301	16.0021337578921	16.0661102183922	16.099881982111	16.3233890698406	15.4539457746007	-0.0733081013826321	0.0387275136030106	-0.0115298204767302	0.00991900292390668	0.0953305922286761	-0.325438465433554	0.0580261540082066	0.626210004396816	0.999354675409622	FALSE
1946	Q6AXY0	Gsta6	Glutathione S-transferase A6	sp|Q6AXY0|GSTA6_RAT	sp|Q6AXY0|GSTA6_RAT	sp|Q6AXY0|GSTA6_RAT Glutathione S-transferase A6 OS=Rattus norvegicus OX=10116 GN=Gsta6 PE=1 SV=1	1	5	2	2	20.3	25.808	222	0	9.7493	43276000	2	13.2860956555691	13.1101080689592	13.2943335596718	13.4631411703717	13.4660764613963	12.9701778078147	0.00484401957786196	-0.0770012847084482	-0.00700958857563888	0.149475081806132	0.01431487440585	-0.0329095415981135	-0.070015756106698	0.299328791774206	0.999354675409622	FALSE
1947	Q6AY04	Maip1	m-AAA protease-interacting protein 1, mitochondrial	sp|Q6AY04|MAIP1_RAT	sp|Q6AY04|MAIP1_RAT	sp|Q6AY04|MAIP1_RAT m-AAA protease-interacting protein 1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Maip1 PE=2 SV=1	1	6	6	6	20.6	33.09	291	0	24.844	524940000	7	15.9444833051103	15.9918318221442	16.1013191544233	16.0332724261512	16.3228963761678	15.5633452540152	-0.0973649115380911	0.0441258878195026	0.0393794255186991	-0.0409902430715225	0.110538208520275	-0.200338676054684	0.0389770374686805	0.679235541796222	0.999354675409622	FALSE
1948	Q6AY09	Hnrnph2	Heterogeneous nuclear ribonucleoprotein H2	sp|Q6AY09|HNRH2_RAT;tr|Q499R8|Q499R8_RAT	sp|Q6AY09|HNRH2_RAT	sp|Q6AY09|HNRH2_RAT Heterogeneous nuclear ribonucleoprotein H2 OS=Rattus norvegicus OX=10116 GN=Hnrnph2 PE=1 SV=1	2	5	1	1	14.9	49.293	449	0	4.0289	13552000	2	12.2461764716345	12.4775559107327	12.5723449558003	12.3297122626333	12.3072577415234	11.656871725614	-0.026458024428343	0.299063696993477	0.279618947481262	0.0246633139962179	-0.135886705538551	-0.337598483870385	0.333682165153038	0.0366946960368796	0.999354675409622	FALSE
1949	Q6AY17	Abhd17b	Alpha/beta hydrolase domain-containing protein 17B	sp|Q6AY17|AB17B_RAT	sp|Q6AY17|AB17B_RAT	sp|Q6AY17|AB17B_RAT Alpha/beta hydrolase domain-containing protein 17B OS=Rattus norvegicus OX=10116 GN=Abhd17b PE=1 SV=1	1	3	3	3	18.1	32.2	288	0	42.679	89499000	3	13.9806751323224	13.7400969555789	14.0660050756549	13.9500090418862	13.9709147525158	13.772211461672	0.030642916289193	-0.115792978130623	0.095881347365535	-0.0324376267213181	-0.149627414516492	0.100343532217242	0.030817598181558	0.731712273134504	0.999354675409622	FALSE
1950	Q6AY19	Coq8b	Atypical kinase COQ8B, mitochondrial	sp|Q6AY19|COQ8B_RAT	sp|Q6AY19|COQ8B_RAT	sp|Q6AY19|COQ8B_RAT Atypical kinase COQ8B, mitochondrial OS=Rattus norvegicus OX=10116 GN=Coq8b PE=1 SV=1	1	8	8	8	20.3	58.904	528	0	82.951	207260000	8	15.6224522582181	15.4492131421026	15.6127245430466	15.5255513950802	15.7890241287931	15.2997088672175	0.0372379992043601	-0.0418588345875098	0.00741877177669642	-0.0920773165078098	0.033299918780243	-0.00734110521780568	0.0229721464463064	0.672924694454085	0.999354675409622	FALSE
