Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep35	Razor + unique peptides Prep35	Unique peptides Prep35	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep35	Reporter intensity corrected 2 Prep35	Reporter intensity corrected 3 Prep35	Reporter intensity corrected 4 Prep35	Reporter intensity corrected 5 Prep35	Reporter intensity corrected 6 Prep35	Reporter intensity 1 Prep35	Reporter intensity 2 Prep35	Reporter intensity 3 Prep35	Reporter intensity 4 Prep35	Reporter intensity 5 Prep35	Reporter intensity 6 Prep35	Reporter intensity count 1 Prep35	Reporter intensity count 2 Prep35	Reporter intensity count 3 Prep35	Reporter intensity count 4 Prep35	Reporter intensity count 5 Prep35	Reporter intensity count 6 Prep35	Sequence coverage Prep35 [%]	Intensity	Intensity Prep35	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q63210|GNA12_RAT	sp|Q63210|GNA12_RAT	2	1	1	sp|Q63210|GNA12_RAT Guanine nucleotide-binding protein subunit alpha-12 OS=Rattus norvegicus OX=10116 GN=Gna12 PE=1 SV=3	1	2	1	1	2	1	1	4.7	2.6	2.6	44.065	379	379	11											1		0.0035646	7.0245	3899.4	3980.7	3734.4	3128.7	3664.7	4508.9	3568	3769.9	3841.7	3196.5	3805.2	4296.3	1	1	1	1	1	1	3899.4	3980.7	3734.4	3128.7	3664.7	4508.9	3568	3769.9	3841.7	3196.5	3805.2	4296.3	1	1	1	1	1	1	4.7	9258600	9258600	1				1633	9224;18407	True;False	9452;19019;19020	13033;25853;25854;25855	17524;35292;35293;35294;35295	17524;35294	303	223
sp|Q63226|GRID2_RAT;tr|F1LXB6|F1LXB6_RAT	sp|Q63226|GRID2_RAT;tr|F1LXB6|F1LXB6_RAT	13;12	13;12	12;11	sp|Q63226|GRID2_RAT Glutamate receptor ionotropic, delta-2 OS=Rattus norvegicus OX=10116 GN=Grid2 PE=1 SV=2;tr|F1LXB6|F1LXB6_RAT Glutamate receptor ionotropic, delta-2 OS=Rattus norvegicus OX=10116 GN=Grid2 PE=1 SV=2	2	13	13	12	13	13	12	18.3	18.3	17	113.26	1007	1007;933	6.69		2	2	1		2	2		4	2	1		0	234.74	101360	91298	87753	79614	87894	104970	92739	86570	90265	80859	91350	100090	8	8	8	8	8	8	101360	91298	87753	79614	87894	104970	92739	86570	90265	80859	91350	100090	8	8	8	8	8	8	18.3	478270000	478270000	18				1634	303;1303;10463;12294;18033;19547;20603;20748;20769;23109;24486;25531;26875	True;True;True;True;True;True;True;True;True;True;True;True;True	305;1319;10738;12625;18571;20222;21309;21458;21479;23863;25277;26359;27759	397;398;1821;1822;14752;14753;17336;25248;27541;29028;29202;29235;32277;34132;35579;37546	537;538;2477;2478;19859;19860;19861;23518;34470;37671;39686;39687;39908;39953;43969;46375;48297;50935	537;2478;19859;23518;34470;37671;39686;39908;39953;43969;46375;48297;50935	682	797
sp|Q63228|GMFB_RAT;tr|M0RDJ4|M0RDJ4_RAT	sp|Q63228|GMFB_RAT;tr|M0RDJ4|M0RDJ4_RAT	7;6	7;6	7;6	sp|Q63228|GMFB_RAT Glia maturation factor beta OS=Rattus norvegicus OX=10116 GN=Gmfb PE=1 SV=2;tr|M0RDJ4|M0RDJ4_RAT Glia maturation factor beta OS=Rattus norvegicus OX=10116 GN=Gmfb PE=1 SV=2	2	7	7	7	7	7	7	41.5	41.5	41.5	16.736	142	142;140	4		4	3		1	1						1	0	125.78	97862	86672	84086	76384	82432	105330	89534	82206	86439	77541	86000	100280	11	11	11	11	11	11	97862	86672	84086	76384	82432	105330	89534	82206	86439	77541	86000	100280	11	11	11	11	11	11	41.5	161440000	161440000	12				1635	6858;13510;17528;17581;17582;18993;19532	True;True;True;True;True;True;True	7016;13887;18010;18063;18064;19643;20207	9586;19163;24466;24467;24468;24537;24538;24539;26751;27525	12887;12888;12889;26235;33362;33363;33364;33448;33449;33450;36587;37651	12888;26235;33362;33449;33450;36587;37651	683	34
sp|Q63259|PTPRN_RAT	sp|Q63259|PTPRN_RAT	7	7	7	sp|Q63259|PTPRN_RAT Receptor-type tyrosine-protein phosphatase-like N OS=Rattus norvegicus OX=10116 GN=Ptprn PE=1 SV=2	1	7	7	7	7	7	7	7.3	7.3	7.3	106.23	983	983	6.57	1		1			2			2			1	0	42.275	35192	31524	34315	29780	32031	39026	32197	29952	34951	30310	33353	37194	5	5	5	5	5	5	35192	31524	34315	29780	32031	39026	32197	29952	34951	30310	33353	37194	5	5	5	5	5	5	7.3	102040000	102040000	7				1636	623;665;4453;5362;5738;9967;11089	True;True;True;True;True;True;True	627;669;4550;5477;5863;10230;11384	843;899;6295;7580;8100;14104;15630	1129;1200;8575;10295;10968;19024;21080	1129;1200;8575;10295;10968;19024;21080		
sp|Q63273|GRIK5_RAT	sp|Q63273|GRIK5_RAT	2	2	2	sp|Q63273|GRIK5_RAT Glutamate receptor ionotropic, kainate 5 OS=Rattus norvegicus OX=10116 GN=Grik5 PE=1 SV=1	1	2	2	2	2	2	2	2.7	2.7	2.7	109.27	979	979	10.5										1	1		0	12.599	9471.6	8256.8	8154.6	6338	8541.7	10031	8665.4	7834.5	8353	6525.8	8809.8	9569	1	1	1	1	1	1	9471.6	8256.8	8154.6	6338	8541.7	10031	8665.4	7834.5	8353	6525.8	8809.8	9569	1	1	1	1	1	1	2.7	11498000	11498000	2				1637	17680;27132	True;True	18162;28025	24652;37903	33595;51415	33595;51415		
sp|Q63327|MOBP_RAT	sp|Q63327|MOBP_RAT	3	3	3	sp|Q63327|MOBP_RAT Myelin-associated oligodendrocyte basic protein OS=Rattus norvegicus OX=10116 GN=Mobp PE=1 SV=1	1	3	3	3	3	3	3	16.5	16.5	16.5	19.103	170	170	6.33			1				1		1				0	17.945	71866	68404	65879	56489	69008	75474	65755	64838	67677	57678	71204	72121	4	4	4	4	4	4	71866	68404	65879	56489	69008	75474	65755	64838	67677	57678	71204	72121	4	4	4	4	4	4	16.5	206140000	206140000	6				1638	2812;11161;23303	True;True;True	2864;11462;24068	3894;15761;32543	5257;21316;44301;44302;44303;44304	5257;21316;44304		
tr|Q5RKL4|Q5RKL4_RAT;sp|Q63342|M2GD_RAT;tr|A0A0G2K9Y2|A0A0G2K9Y2_RAT	tr|Q5RKL4|Q5RKL4_RAT;sp|Q63342|M2GD_RAT;tr|A0A0G2K9Y2|A0A0G2K9Y2_RAT	1;1;1	1;1;1	1;1;1	tr|Q5RKL4|Q5RKL4_RAT Dimethylglycine dehydrogenase OS=Rattus norvegicus OX=10116 GN=Dmgdh PE=1 SV=1;sp|Q63342|M2GD_RAT Dimethylglycine dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Dmgdh PE=1 SV=1;tr|A0A0G2K9Y2|A0A0G2K9Y2_RAT Dimethylglycin	3	1	1	1	1	1	1	1.3	1.3	1.3	95.976	857	857;857;884	7							1						0.0040475	6.7402	16283	16687	15476	13588	16165	18284	14899	15800	15946	13847	16718	17457	2	2	2	2	2	2	16283	16687	15476	13588	16165	18284	14899	15800	15946	13847	16718	17457	2	2	2	2	2	2	1.3	2855700	2855700	2				1639	27163	True	28057	37947	51476;51477	51477		
tr|Q66HS9|Q66HS9_RAT;sp|Q63344|MOT2_RAT	tr|Q66HS9|Q66HS9_RAT;sp|Q63344|MOT2_RAT	2;2	2;2	2;2	tr|Q66HS9|Q66HS9_RAT Monocarboxylate transporter 2 OS=Rattus norvegicus OX=10116 GN=Slc16a7 PE=1 SV=1;sp|Q63344|MOT2_RAT Monocarboxylate transporter 2 OS=Rattus norvegicus OX=10116 GN=Slc16a7 PE=1 SV=1	2	2	2	2	2	2	2	5.3	5.3	5.3	53.043	489	489;489	7.67				1					1	1			0	14.284	7752.1	5734.6	7021.4	5267.2	5711.8	6598.4	7091.4	5469	7087.6	5412.4	5932.4	6296.6	1	1	1	1	1	1	7752.1	5734.6	7021.4	5267.2	5711.8	6598.4	7091.4	5469	7087.6	5412.4	5932.4	6296.6	1	1	1	1	1	1	5.3	101510000	101510000	4				1640	22738;28213	True;True	23486;29145	31835;31836;39367	43408;43409;43410;53393	43408;53393		
tr|Q6MFX9|Q6MFX9_RAT;sp|Q63345|MOG_RAT	tr|Q6MFX9|Q6MFX9_RAT;sp|Q63345|MOG_RAT	9;9	9;9	9;9	tr|Q6MFX9|Q6MFX9_RAT Myelin-oligodendrocyte glycoprotein OS=Rattus norvegicus OX=10116 GN=Mog PE=1 SV=1;sp|Q63345|MOG_RAT Myelin-oligodendrocyte glycoprotein OS=Rattus norvegicus OX=10116 GN=Mog PE=1 SV=1	2	9	9	9	9	9	9	35.1	35.1	35.1	27.828	245	245;245	7	1		1	1	2			1	1		1	2	0	74.638	48870	44661	43188	40819	41217	58136	44712	42348	44430	41296	43316	55234	6	6	6	6	6	6	48870	44661	43188	40819	41217	58136	44712	42348	44430	41296	43316	55234	6	6	6	6	6	6	35.1	577730000	577730000	10				1641	1822;3757;4410;6684;14649;16821;18776;24741;27274	True;True;True;True;True;True;True;True;True	1854;3833;4507;6837;15050;17287;19420;25539;28171	2622;5288;6247;9351;20610;23515;23516;26464;34472;38081	3632;7188;8523;12600;28189;32099;32100;36229;46818;51643	3632;7188;8523;12600;28189;32100;36229;46818;51643		
sp|Q63355|MYO1C_RAT	sp|Q63355|MYO1C_RAT	2	2	2	sp|Q63355|MYO1C_RAT Unconventional myosin-Ic OS=Rattus norvegicus OX=10116 GN=Myo1c PE=1 SV=2	1	2	2	2	2	2	2	2.9	2.9	2.9	119.81	1044	1044	8								2					0	13.191	4615.8	4535.2	4543.1	4477.9	4376	5601.9	4223.4	4300.4	4662.7	4517.3	4584.4	5333.1	1	1	1	1	1	1	4615.8	4535.2	4543.1	4477.9	4376	5601.9	4223.4	4300.4	4662.7	4517.3	4584.4	5333.1	1	1	1	1	1	1	2.9	5528500	5528500	2				1642	8436;16229	True;True	8646;16681	11729;22780	15782;31146	15782;31146		
sp|Q63357|MYO1D_RAT	sp|Q63357|MYO1D_RAT	11	11	11	sp|Q63357|MYO1D_RAT Unconventional myosin-Id OS=Rattus norvegicus OX=10116 GN=Myo1d PE=1 SV=3	1	11	11	11	11	11	11	14.7	14.7	14.7	116.09	1006	1006	7.18	1	1	1			1	1	1	2	1		2	0	86.164	54880	49006	49743	42030	49056	59394	50210	46511	50901	42914	50908	56615	6	6	6	6	6	6	54880	49006	49743	42030	49056	59394	50210	46511	50901	42914	50908	56615	6	6	6	6	6	6	14.7	126840000	126840000	11				1643	6270;8584;12288;16381;16997;19475;20910;21321;22186;23039;28282	True;True;True;True;True;True;True;True;True;True;True	6406;8796;12619;16837;17466;20148;21623;22045;22922;23791;29214	8796;12102;17330;22961;23750;27449;29459;30018;31126;32195;39451	11891;16265;23510;31364;32390;37551;40278;41052;42462;43862;53504	11891;16265;23510;31364;32390;37551;40278;41052;42462;43862;53504		
sp|Q63362|NDUA5_RAT	sp|Q63362|NDUA5_RAT	7	7	7	sp|Q63362|NDUA5_RAT NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Rattus norvegicus OX=10116 GN=Ndufa5 PE=1 SV=3	1	7	7	7	7	7	7	50	50	50	13.412	116	116	8				1	3		1		1		3	1	0	114.45	125010	109430	96019	92907	88124	123290	114370	103650	99624	93772	92822	117160	6	6	6	6	6	6	125010	109430	96019	92907	88124	123290	114370	103650	99624	93772	92822	117160	6	6	6	6	6	6	50	344660000	344660000	11				1644	14382;14527;15101;17241;26085;29702;29703	True;True;True;True;True;True;True	14778;14925;15523;17717;26938;30687;30688	20283;20457;20458;21275;24065;36373;41651;41652;41653;41654	27748;27749;27995;27996;29110;32798;49340;56699;56700;56701;56702	27749;27995;29110;32798;49340;56700;56702		
sp|Q63372|NRX1A_RAT;tr|A0A0U1RRR4|A0A0U1RRR4_RAT	sp|Q63372|NRX1A_RAT	22;3	19;1	5;1	sp|Q63372|NRX1A_RAT Neurexin-1 OS=Rattus norvegicus OX=10116 GN=Nrxn1 PE=1 SV=3	2	22	19	5	22	19	5	15.8	13.9	3.4	167.92	1530	1530;528	6.7	2	1	1	3	2		1	1	3	4	1	1	0	148.88	166050	155430	143780	137440	141740	192530	151930	147250	148440	139010	148560	183060	13	13	13	13	13	13	166050	155430	143780	137440	141740	192530	151930	147250	148440	139010	148560	183060	13	13	13	13	13	13	15.8	805750000	805750000	25				1645	597;3485;4729;5217;5946;6461;7832;12001;12711;13030;15047;15048;17336;18888;19417;19761;21661;21923;22430;24927;26066;26792	True;True;True;True;True;True;False;True;True;True;True;True;True;False;True;True;False;True;True;True;True;True	601;3552;4832;5330;6077;6612;8026;12326;13068;13392;15467;15468;17815;19535;20086;20442;22393;22656;23174;25729;26918;27671	805;4921;6753;6754;7381;8405;9088;10881;16888;17992;18464;21209;21210;24214;26603;26604;27370;27856;30449;30784;31444;34725;36328;37412	1080;6713;9205;9206;9207;10031;10032;11394;12286;14593;22877;24520;25271;29022;29023;29024;29025;33021;36409;36410;37442;38107;41580;41581;42034;42898;47152;49272;50752;50753	1080;6713;9207;10031;11394;12286;14593;22877;24520;25271;29022;29025;33021;36409;37442;38107;41580;42034;42898;47152;49272;50753		
tr|D3ZAD6|D3ZAD6_RAT;sp|Q63374|NRX2A_RAT;tr|D3ZTM0|D3ZTM0_RAT;sp|Q63376|NRX2B_RAT	tr|D3ZAD6|D3ZAD6_RAT;sp|Q63374|NRX2A_RAT;tr|D3ZTM0|D3ZTM0_RAT;sp|Q63376|NRX2B_RAT	12;12;10;7	10;10;8;6	10;10;8;6	tr|D3ZAD6|D3ZAD6_RAT Neurexin-2 OS=Rattus norvegicus OX=10116 GN=Nrxn2 PE=4 SV=3;sp|Q63374|NRX2A_RAT Neurexin-2 OS=Rattus norvegicus OX=10116 GN=Nrxn2 PE=1 SV=3;tr|D3ZTM0|D3ZTM0_RAT Neurexin-2 OS=Rattus norvegicus OX=10116 GN=Nrxn2 PE=4 SV=4;sp|Q63376|NRX2	4	12	10	10	12	10	10	7.9	6.4	6.4	185.27	1715	1715;1715;1642;662	7	1	1		1	1		1	1	1	3	1		0	79.759	37350	30514	29658	29396	30105	38766	34169	28961	30541	29669	31484	36901	6	6	6	6	6	6	37350	30514	29658	29396	30105	38766	34169	28961	30541	29669	31484	36901	6	6	6	6	6	6	7.9	149040000	149040000	12				1646	903;4376;5882;8848;9751;16387;16496;19419;19761;20399;27438;29520	True;True;True;True;True;False;True;True;False;True;True;True	913;4473;6011;9066;10009;16843;16953;20088;20442;21100;28348;30496	1212;6209;8311;12461;13833;22970;23114;27372;27856;28793;38327;38328;41285	1584;8479;11271;16752;18682;31377;31574;31575;37445;38107;39417;52013;52014;56164	1584;8479;11271;16752;18682;31377;31574;37445;38107;39417;52014;56164		
sp|Q63377|AT1B3_RAT	sp|Q63377|AT1B3_RAT	5	5	5	sp|Q63377|AT1B3_RAT Sodium/potassium-transporting ATPase subunit beta-3 OS=Rattus norvegicus OX=10116 GN=Atp1b3 PE=2 SV=1	1	5	5	5	5	5	5	20.8	20.8	20.8	31.829	279	279	6.6					2	1		1	1				0	44.333	69188	63251	66810	61142	62015	83625	63302	60059	68243	61972	65020	79524	4	4	4	4	4	4	69188	63251	66810	61142	62015	83625	63302	60059	68243	61972	65020	79524	4	4	4	4	4	4	20.8	227720000	227720000	7				1647	5347;9858;15223;22185;29108	True;True;True;True;True	5462;10119;15648;22921;30067	7564;13969;21424;31125;40662	10276;18858;29288;42461;55251;55252;55253	10276;18858;29288;42461;55253		
tr|D3ZBS2|D3ZBS2_RAT;sp|Q63416|ITIH3_RAT	tr|D3ZBS2|D3ZBS2_RAT;sp|Q63416|ITIH3_RAT	2;2	2;2	2;2	tr|D3ZBS2|D3ZBS2_RAT Inter-alpha-trypsin inhibitor heavy chain H3 OS=Rattus norvegicus OX=10116 GN=Itih3 PE=1 SV=3;sp|Q63416|ITIH3_RAT Inter-alpha-trypsin inhibitor heavy chain H3 OS=Rattus norvegicus OX=10116 GN=Itih3 PE=2 SV=1	2	2	2	2	2	2	2	2.4	2.4	2.4	99.066	887	887;887	2.5		1	1										0.00060716	11.86	15232	12829	13166	11387	12842	14032	13935	12183	13471	11603	13289	13409	2	2	2	2	2	2	15232	12829	13166	11387	12842	14032	13935	12183	13471	11603	13289	13409	2	2	2	2	2	2	2.4	9315700	9315700	2				1648	2784;23141	True;True	2834;23903	3851;32337	5206;44052	5206;44052		
tr|A0A0G2KAI1|A0A0G2KAI1_RAT;tr|F1LMX4|F1LMX4_RAT;sp|Q63421|PDE1C_RAT	tr|A0A0G2KAI1|A0A0G2KAI1_RAT;tr|F1LMX4|F1LMX4_RAT;sp|Q63421|PDE1C_RAT	2;2;2	2;2;2	2;2;2	tr|A0A0G2KAI1|A0A0G2KAI1_RAT Phosphodiesterase OS=Rattus norvegicus OX=10116 GN=Pde1c PE=1 SV=1;tr|F1LMX4|F1LMX4_RAT Phosphodiesterase OS=Rattus norvegicus OX=10116 GN=Pde1c PE=1 SV=3;sp|Q63421|PDE1C_RAT Calcium/calmodulin-dependent 3,5-cyclic nucleotide	3	2	2	2	2	2	2	4.1	4.1	4.1	71.931	633	633;668;768	4	1						1						0	13.053	1132.8	1443	892.28	1268.4	963.25	1330.4	1036.8	1357.9	963.67	1253.9	1025.1	1264.5	1	1	1	1	1	1	1132.8	1443	892.28	1268.4	963.25	1330.4	1036.8	1357.9	963.67	1253.9	1025.1	1264.5	1	1	1	1	1	1	4.1	8619300	8619300	2				1649	1774;3755	True;True	1804;3831	2522;5286	3439;7186	3439;7186		
sp|Q63424|S15A2_RAT;tr|A0A0H2UHA7|A0A0H2UHA7_RAT	sp|Q63424|S15A2_RAT;tr|A0A0H2UHA7|A0A0H2UHA7_RAT	2;2	2;2	2;2	sp|Q63424|S15A2_RAT Solute carrier family 15 member 2 OS=Rattus norvegicus OX=10116 GN=Slc15a2 PE=1 SV=1;tr|A0A0H2UHA7|A0A0H2UHA7_RAT Solute carrier family 15 (H+/peptide transporter), member 2, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Slc15a2 PE=1 S	2	2	2	2	2	2	2	2.3	2.3	2.3	81.319	729	729;740	5			1				1						0	13.266	20842	16595	18316	17811	14826	19431	19067	15787	18682	17936	15665	18489	2	2	2	2	2	2	20842	16595	18316	17811	14826	19431	19067	15787	18682	17936	15665	18489	2	2	2	2	2	2	2.3	31332000	31332000	2				1650	4919;23394	True;True	5024;24159	7002;32648	9531;44436	9531;44436		
sp|Q63430|CSDC2_RAT	sp|Q63430|CSDC2_RAT	3	3	3	sp|Q63430|CSDC2_RAT Cold shock domain-containing protein C2 OS=Rattus norvegicus OX=10116 GN=Csdc2 PE=1 SV=3	1	3	3	3	3	3	3	16.9	16.9	16.9	16.877	154	154	9.33						1				1		1	0	16.915	10084	7430.9	8166.7	6474	8481.7	7061.7	9224.9	7073.1	8309.8	6653	8650.6	6802.1	2	2	2	2	2	2	10084	7430.9	8166.7	6474	8481.7	7061.7	9224.9	7073.1	8309.8	6653	8650.6	6802.1	2	2	2	2	2	2	16.9	21060000	21060000	3				1651	2359;23374;26434	True;True;True	2406;24140;27303	3334;32626;36882	4570;44407;50021	4570;44407;50021		
tr|F1M9A7|F1M9A7_RAT;sp|Q63448|ACOX3_RAT	tr|F1M9A7|F1M9A7_RAT;sp|Q63448|ACOX3_RAT	4;4	4;4	4;4	tr|F1M9A7|F1M9A7_RAT Acyl-coenzyme A oxidase OS=Rattus norvegicus OX=10116 GN=Acox3 PE=1 SV=2;sp|Q63448|ACOX3_RAT Peroxisomal acyl-coenzyme A oxidase 3 OS=Rattus norvegicus OX=10116 GN=Acox3 PE=1 SV=1	2	4	4	4	4	4	4	7	7	7	78.239	699	699;700	7					1		2		1				0	30.335	33197	29666	28554	25997	28005	34920	30372	28132	29371	26386	29188	33263	4	4	4	4	4	4	33197	29666	28554	25997	28005	34920	30372	28132	29371	26386	29188	33263	4	4	4	4	4	4	7	18395000	18395000	5				1652	454;16197;25077;26298	True;True;True;True	457;16649;25891;27163	619;22745;34969;36694	827;31105;47494;49776;49777	827;31105;47494;49776		
sp|Q63450|KCC1A_RAT	sp|Q63450|KCC1A_RAT	5	2	2	sp|Q63450|KCC1A_RAT Calcium/calmodulin-dependent protein kinase type 1 OS=Rattus norvegicus OX=10116 GN=Camk1 PE=1 SV=2	1	5	2	2	5	2	2	16.3	6.1	6.1	41.638	374	374	5					2								0	13.634	382.38	327.38	277.47	409	417.84	535.55	349.83	310	291.3	405.61	436.94	509.83	1	1	1	1	1	1	382.38	327.38	277.47	409	417.84	535.55	349.83	310	291.3	405.61	436.94	509.83	1	1	1	1	1	1	16.3	7300100	7300100	2				1653	784;5605;12494;19921;29378	False;True;False;False;True	790;5725;12839;20612;30349	1041;7902;17652;28205;41063	1365;1366;10707;23991;38667;55799	1366;10707;23991;38667;55799		
sp|Q63468|KPRA_RAT;tr|G3V7B5|G3V7B5_RAT	sp|Q63468|KPRA_RAT;tr|G3V7B5|G3V7B5_RAT	3;3	1;1	1;1	sp|Q63468|KPRA_RAT Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Prpsap1 PE=1 SV=1;tr|G3V7B5|G3V7B5_RAT Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Prpsap1 PE=1 S	2	3	1	1	3	1	1	10.7	4.8	4.8	39.435	356	356;385	3			1										0.0050572	6.4732	816.11	810.1	451.6	542.81	823.39	696.83	746.74	762.74	492.84	547.36	836.42	670.86	1	1	1	1	1	1	816.11	810.1	451.6	542.81	823.39	696.83	746.74	762.74	492.84	547.36	836.42	670.86	1	1	1	1	1	1	10.7	1193100	1193100	1				1654	2536;5941;18586	True;False;False	2582;6072;19228	3541;8399;26207	4816;11382;35911;35912	4816;11382;35912		
sp|Q63475|PTPR2_RAT	sp|Q63475|PTPR2_RAT	18	18	18	sp|Q63475|PTPR2_RAT Receptor-type tyrosine-protein phosphatase N2 OS=Rattus norvegicus OX=10116 GN=Ptprn2 PE=1 SV=1	1	18	18	18	18	18	18	21.1	21.1	21.1	111.86	1004	1004	6.75			1	3	5	2	1	1	2	5			0	137.02	132520	118620	106290	94261	108080	138640	121250	112370	109920	95931	112520	131980	17	17	17	17	17	17	132520	118620	106290	94261	108080	138640	121250	112370	109920	95931	112520	131980	17	17	17	17	17	17	21.1	342200000	342200000	22				1655	355;4172;4592;5737;9285;12572;15019;15640;17758;20353;22439;22779;22780;27232;27559;27947;29065;29426	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	357;4256;4690;5862;9513;12925;15439;16078;18249;18250;21053;23183;23527;23528;28128;28473;28877;30023;30399	465;5895;6457;8099;13108;17787;21174;22006;24774;24775;24776;28743;31455;31886;31887;38031;38486;39029;40597;41132	627;628;8045;8775;10967;17620;24196;28978;30139;33774;33775;33776;39360;42911;43480;43481;51581;52232;52966;55153;55154;55886	627;8045;8775;10967;17620;24196;28978;30139;33775;39360;42911;43480;43481;51581;52232;52966;55154;55886	684	663
tr|F1M6A8|F1M6A8_RAT;sp|Q63484|AKT3_RAT;tr|A0A0G2JXD7|A0A0G2JXD7_RAT	tr|F1M6A8|F1M6A8_RAT;sp|Q63484|AKT3_RAT;tr|A0A0G2JXD7|A0A0G2JXD7_RAT	2;2;1	2;2;1	1;1;1	tr|F1M6A8|F1M6A8_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Akt3 PE=3 SV=3;sp|Q63484|AKT3_RAT RAC-gamma serine/threonine-protein kinase OS=Rattus norvegicus OX=10116 GN=Akt3 PE=2 SV=2;tr|A0A0G2JXD7|A0A0G2JXD7_RAT Non-	3	2	2	1	1	1	1	3.5	3.5	2	52.555	452	452;479;474	1	1												0.0031618	9.5724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14715000	14715000	1				1656	21986;24537	True;True	25328	34198	46462	46462		
sp|Q63488|S20A2_RAT;tr|Q7TP93|Q7TP93_RAT	sp|Q63488|S20A2_RAT;tr|Q7TP93|Q7TP93_RAT	2;1	2;1	2;1	sp|Q63488|S20A2_RAT Sodium-dependent phosphate transporter 2 OS=Rattus norvegicus OX=10116 GN=Slc20a2 PE=1 SV=1;tr|Q7TP93|Q7TP93_RAT Ab1-188 OS=Rattus norvegicus OX=10116 GN=Slc20a2 PE=1 SV=1	2	2	2	2	2	2	2	3.2	3.2	3.2	70.747	656	656;276	2.5		1	1										0	12.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	10241000	10241000	2				1657	4558;17430	True;True	4655;17910	6420;24326	8728;33173	8728;33173		
tr|F1LSW7|F1LSW7_RAT;sp|Q63507|RL14_RAT;tr|B5DEM5|B5DEM5_RAT;tr|Q6TUH8|Q6TUH8_RAT;tr|D3ZHE6|D3ZHE6_RAT	tr|F1LSW7|F1LSW7_RAT;sp|Q63507|RL14_RAT;tr|B5DEM5|B5DEM5_RAT;tr|Q6TUH8|Q6TUH8_RAT	4;4;4;2;1	4;4;4;2;1	4;4;4;2;1	tr|F1LSW7|F1LSW7_RAT 60S ribosomal protein L14 OS=Rattus norvegicus OX=10116 GN=Rpl14 PE=1 SV=2;sp|Q63507|RL14_RAT 60S ribosomal protein L14 OS=Rattus norvegicus OX=10116 GN=Rpl14 PE=1 SV=3;tr|B5DEM5|B5DEM5_RAT 60S ribosomal protein L14 OS=Rattus norvegicu	5	4	4	4	4	4	4	19.6	19.6	19.6	23.322	214	214;214;219;354;208	6.6			2						3				0	26.588	9188.2	7980.8	8869.8	5976	10838	8898.1	8406.1	7587.5	8991.8	6263.7	10948	8575.1	1	1	1	1	1	1	9188.2	7980.8	8869.8	5976	10838	8898.1	8406.1	7587.5	8991.8	6263.7	10948	8575.1	1	1	1	1	1	1	19.6	150940000	150940000	6				1658	157;17361;18363;26678	True;True;True;True	154;17840;18967;27556	196;197;24246;25788;37244	270;271;33065;33066;35216;50522	271;33065;35216;50522		
